   16.2000256      -3.20429988E-02   5.65392384E-03  -3.07105854E-02
   16.3000259      -3.11854463E-02   8.57552700E-03  -2.81998031E-02
   16.4000263      -3.00589167E-02   1.12652956E-02  -2.55194698E-02
   16.5000267      -2.86881253E-02   1.37079228E-02  -2.27056146E-02
   16.6000271      -2.70989910E-02   1.58913396E-02  -1.97938867E-02
   16.7000275      -2.53183246E-02   1.78066716E-02  -1.68192051E-02
   16.8000278      -2.33735070E-02   1.94481704E-02  -1.38154449E-02
   16.9000282      -2.12921947E-02   2.08131131E-02  -1.08151259E-02
   17.0000286      -1.91020276E-02   2.19016764E-02  -7.84914754E-03
   17.1000290      -1.68303475E-02   2.27167960E-02  -4.94654709E-03
   17.2000294      -1.45039484E-02   2.32639909E-02  -2.13428913E-03
   17.3000298      -1.21488292E-02   2.35511865E-02   5.62912843E-04
   17.4000301      -9.78997815E-03   2.35885102E-02   3.12274136E-03
   17.5000305      -7.45117012E-03   2.33880822E-02   5.52539062E-03
   17.6000309      -5.15479036E-03   2.29637958E-02   7.75364693E-03
   17.7000313      -2.92168185E-03   2.23310851E-02   9.79294255E-03
   17.8000317      -7.71011924E-04   2.15066988E-02   1.16313798E-02
   17.9000320       1.27983466E-03   2.05084644E-02   1.32597135E-02
   18.0000324       3.21534043E-03   1.93550587E-02   1.46713350E-02
   18.1000328       5.02191763E-03   1.80657711E-02   1.58621911E-02
   18.2000332       6.68794662E-03   1.66602917E-02   1.68307219E-02
   18.3000336       8.20379518E-03   1.51584828E-02   1.75777432E-02
   18.4000340       9.56181344E-03   1.35801788E-02   1.81063171E-02
   18.5000343       1.07563119E-02   1.19449887E-02   1.84216276E-02
   18.6000347       1.17835226E-02   1.02721080E-02   1.85308121E-02
   18.7000351       1.26415379E-02   8.58015008E-03   1.84427910E-02
   18.8000355       1.33302370E-02   6.88698888E-03   1.81680936E-02
   18.9000359       1.38511984E-02   5.20961592E-03   1.77186690E-02
   19.0000362       1.42075997E-02   3.56401526E-03   1.71076935E-02
   19.1000366       1.44041050E-02   1.96505454E-03   1.63493715E-02
   19.2000370       1.44467438E-02   4.26391256E-04   1.54587394E-02
   19.3000374       1.43427840E-02  -1.03960268E-03   1.44514758E-02
   19.4000378       1.41005935E-02  -2.42190110E-03   1.33436965E-02
   19.5000381       1.37295071E-02  -3.71086551E-03   1.21517759E-02
   19.6000385       1.32396799E-02  -4.89827292E-03   1.08921584E-02
   19.7000389       1.26419468E-02  -5.97732747E-03   9.58118867E-03
   19.8000393       1.19476812E-02  -6.94265589E-03   8.23494606E-03
   19.9000397       1.11686522E-02  -7.79029122E-03   6.86909119E-03
   20.0000401       1.03168879E-02  -8.51764157E-03   5.49872266E-03
